Mod:Item:MetaData, Localized Name
abyssalcraft:azathothcoin, Azathoth Engraved Coin
abyssalcraft:nyarlathotepcoin, Nyarlathotep Engraved Coin
abyssalcraft:yogsothothcoin, Yog-Sothoth Engraved Coin
abyssalcraft:shubniggurathcoin, Shub-Niggurath Engraved Coin
abyssalcraft:engraving_hastur, Hastur Coin Engraving
abyssalcraft:engraving_azathoth, Azathoth Coin Engraving
abyssalcraft:engraving_nyarlathotep, Nyarlathotep Coin Engraving
abyssalcraft:engraving_yogsothoth, Yog-Sothoth Coin Engraving
abyssalcraft:engraving_shubniggurath, Shub-Niggurath Coin Engraving
abyssalcraft:gatekeeperessence, Essence of The Gatekeeper
Baubles:Ring:0, Miner's Ring
Thaumcraft:WandCasting:0, Iron Capped Wooden Wand
Thaumcraft:WandCasting:9, Gold Banded Greatwood Wand
Thaumcraft:WandCasting:54, Thaumium Bossed Silverwood Wand
Thaumcraft:WandCasting:128, Thaumium Bossed Silverwood Scepter
Thaumcraft:WandCap:0, Iron Cap
Thaumcraft:WandCap:1, Gold Cap
Thaumcraft:WandCap:2, Charged Thaumium Cap
Thaumcraft:WandCap:6, Inert Thaumium Cap
Thaumcraft:WandCap:7, Charged Void metal Cap
Thaumcraft:WandCap:8, Inert Void metal Cap
Thaumcraft:WandRod:0, Greatwood Rod
Thaumcraft:WandRod:1, Obsidian Rod
Thaumcraft:WandRod:2, Silverwood Rod
Thaumcraft:WandRod:3, Icy Rod
Thaumcraft:WandRod:4, Quartz Rod
Thaumcraft:WandRod:5, Reed Rod
Thaumcraft:WandRod:6, Blazing Rod
Thaumcraft:WandRod:7, Bone Rod
Thaumcraft:WandRod:50, Greatwood Staff Core
Thaumcraft:WandRod:51, Obsidian Staff Core
Thaumcraft:WandRod:52, Silverwood Staff Core
Thaumcraft:WandRod:53, Icy Staff Core
Thaumcraft:WandRod:54, Quartz Staff Core
Thaumcraft:WandRod:55, Reed Staff Core
Thaumcraft:WandRod:56, Blazing Staff Core
Thaumcraft:WandRod:57, Bone Staff Core
Thaumcraft:WandRod:100, Staff Core of the Primal
Thaumcraft:FocusPouch, Focus Pouch
Thaumcraft:FocusFire, Wand Focus: Fire
Thaumcraft:FocusShock, Wand Focus: Shock
Thaumcraft:FocusHellbat, Wand Focus: Nine Hells
Thaumcraft:FocusFrost, Wand Focus: Frost
Thaumcraft:FocusTrade, Wand Focus: Equal Trade 
Thaumcraft:FocusExcavation, Wand Focus: Excavation
Thaumcraft:FocusPortableHole, Wand Focus: Portable Hole
Thaumcraft:FocusPech, Wand Focus: Pech's Curse
Thaumcraft:FocusWarding, Wand Focus: Warding
Thaumcraft:FocusPrimal, Wand Focus: Primal
Thaumcraft:ItemEssence:0, Glass Phial
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemEssence:1, Phial of Essentia
Thaumcraft:ItemManaBean:0, Mana Bean
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemWispEssence:0, Ethereal Essence
Thaumcraft:ItemResource:0, Alumentum
Thaumcraft:ItemResource:1, Nitor
Thaumcraft:ItemResource:2, Thaumium Ingot
Thaumcraft:ItemResource:3, Quicksilver
Thaumcraft:ItemResource:4, Magic Tallow
Thaumcraft:ItemResource:6, Amber
Thaumcraft:ItemResource:7, Enchanted Fabric
Thaumcraft:ItemResource:8, Vis Filter
Thaumcraft:ItemResource:9, Knowledge Fragment
Thaumcraft:ItemResource:10, Mirrored Glass
Thaumcraft:ItemResource:11, Tainted Goo
Thaumcraft:ItemResource:12, Taint Tendril
Thaumcraft:ItemResource:13, Jar Label
Thaumcraft:ItemResource:14, Salis Mundus
Thaumcraft:ItemResource:15, Primal Charm
Thaumcraft:ItemResource:16, Void metal Ingot
Thaumcraft:ItemResource:17, Void Seed
Thaumcraft:ItemResource:18, Gold Coin
Thaumcraft:ItemShard:0, Air Shard
Thaumcraft:ItemShard:1, Fire Shard
Thaumcraft:ItemShard:2, Water Shard
Thaumcraft:ItemShard:3, Earth Shard
Thaumcraft:ItemShard:4, Order Shard
Thaumcraft:ItemShard:5, Entropy Shard
Thaumcraft:ItemShard:6, Balanced Shard
Thaumcraft:ItemResearchNotes:0, Research Notes
Thaumcraft:ItemInkwell, Scribing Tools
Thaumcraft:ItemThaumonomicon:0, Thaumonomicon
Thaumcraft:ItemThaumometer, Thaumometer
Thaumcraft:ItemGoggles, Goggles of Revealing
Thaumcraft:ItemHelmetThaumium, Thaumium Helm
Thaumcraft:ItemChestplateThaumium, Thaumium Chestplate
Thaumcraft:ItemLeggingsThaumium, Thaumium Leggings
Thaumcraft:ItemBootsThaumium, Thaumium Boots
Thaumcraft:ItemShovelThaumium, Thaumium Shovel
Thaumcraft:ItemPickThaumium, Thaumium Pickaxe
Thaumcraft:ItemAxeThaumium, Thaumium Axe
Thaumcraft:ItemSwordThaumium, Thaumium Sword
Thaumcraft:ItemHoeThaumium, Thaumium Hoe
Thaumcraft:ItemArcaneDoor, Arcane Door
Thaumcraft:ItemNugget:0, Iron Nugget
Thaumcraft:ItemNugget:5, Quicksilver Drop
Thaumcraft:ItemNugget:21, Native Cinnabar Cluster
Thaumcraft:ItemNugget:6, Thaumium Nugget
Thaumcraft:ItemNugget:7, Void metal Nugget
Thaumcraft:ItemNugget:16, Native Iron Cluster
Thaumcraft:ItemNugget:31, Native Gold Cluster
Thaumcraft:ItemNugget:22, Native Elementium Cluster
Thaumcraft:BootsTraveller, Boots of the Traveler
Thaumcraft:ItemNuggetChicken, Chicken Nugget
Thaumcraft:ItemNuggetBeef, Beef Nugget
Thaumcraft:ItemNuggetPork, Pork Nugget
Thaumcraft:ItemNuggetFish, Fish Nugget
Thaumcraft:TripleMeatTreat, Triple Meat Treat
Thaumcraft:ItemSwordElemental, Sword of the Zephyr
Thaumcraft:ItemShovelElemental, Shovel of the Earthmover
Thaumcraft:ItemPickaxeElemental, Pickaxe of the Core
Thaumcraft:ItemAxeElemental, Axe of the Stream
Thaumcraft:ItemHoeElemental, Hoe of Growth
Thaumcraft:ItemChestplateRobe, Thaumaturge's Robe
Thaumcraft:ItemLeggingsRobe, Thaumaturge's Leggings
Thaumcraft:ItemBootsRobe, Thaumaturge's Boots
Thaumcraft:ArcaneDoorKey:0, Iron Arcane Key
Thaumcraft:ArcaneDoorKey:1, Gold Arcane Key
Thaumcraft:HandMirror, Magic Hand Mirror
Thaumcraft:HoverHarness, Thaumostatic Harness
Thaumcraft:BlockJarFilledItem, Jar of Essentia
Thaumcraft:BlockJarNodeItem, Node in a Jar
Thaumcraft:TrunkSpawner:0, Traveling Trunk
Thaumcraft:ItemGolemPlacer:0, Straw Golem
Thaumcraft:ItemGolemPlacer:1, Wood Golem
Thaumcraft:ItemGolemPlacer:2, Tallow Golem
Thaumcraft:ItemGolemPlacer:3, Clay Golem
Thaumcraft:ItemGolemPlacer:4, Flesh Golem
Thaumcraft:ItemGolemPlacer:5, Stone Golem
Thaumcraft:ItemGolemPlacer:6, Iron Golem
Thaumcraft:ItemGolemPlacer:7, Thaumium Golem
Thaumcraft:ItemGolemCore:100, Golem Animation Core
Thaumcraft:ItemGolemCore:0, Golem Animation Core
Thaumcraft:ItemGolemCore:1, Golem Animation Core
Thaumcraft:ItemGolemCore:2, Golem Animation Core
Thaumcraft:ItemGolemCore:3, Golem Animation Core
Thaumcraft:ItemGolemCore:4, Golem Animation Core
Thaumcraft:ItemGolemCore:5, Golem Animation Core
Thaumcraft:ItemGolemCore:6, Golem Animation Core
Thaumcraft:ItemGolemCore:7, Golem Animation Core
Thaumcraft:ItemGolemCore:8, Golem Animation Core
Thaumcraft:ItemGolemCore:9, Golem Animation Core
Thaumcraft:ItemGolemCore:10, Golem Animation Core
Thaumcraft:ItemGolemCore:11, Golem Animation Core
Thaumcraft:ItemGolemUpgrade:0, Golem Upgrade: Air
Thaumcraft:ItemGolemUpgrade:1, Golem Upgrade: Earth
Thaumcraft:ItemGolemUpgrade:2, Golem Upgrade: Fire
Thaumcraft:ItemGolemUpgrade:3, Golem Upgrade: Water
Thaumcraft:ItemGolemUpgrade:4, Golem Upgrade: Order
Thaumcraft:ItemGolemUpgrade:5, Golem Upgrade: Entropy
Thaumcraft:GolemBell, Golemancer's Bell
Thaumcraft:ItemGolemDecoration:0, Accessory: Top Hat
Thaumcraft:ItemGolemDecoration:1, Accessory: Spectacles
Thaumcraft:ItemGolemDecoration:2, Accessory: Bowtie
Thaumcraft:ItemGolemDecoration:3, Accessory: Fez
Thaumcraft:ItemGolemDecoration:4, Accessory: Dart Launcher
Thaumcraft:ItemGolemDecoration:5, Accessory: Visor
Thaumcraft:ItemGolemDecoration:6, Accessory: Iron Plating
Thaumcraft:ItemGolemDecoration:7, Accessory: Mace Arm
Thaumcraft:ItemBowBone, Bow of Bone
Thaumcraft:PrimalArrow:0, Air Arrow
Thaumcraft:PrimalArrow:1, Fire Arrow
Thaumcraft:PrimalArrow:2, Water Arrow
Thaumcraft:PrimalArrow:3, Earth Arrow
Thaumcraft:PrimalArrow:4, Order Arrow
Thaumcraft:PrimalArrow:5, Entropy Arrow
Thaumcraft:ItemResonator, Essentia Resonator
Thaumcraft:ItemBaubleBlanks:0, Mundane Amulet
Thaumcraft:ItemBaubleBlanks:1, Mundane Ring
Thaumcraft:ItemBaubleBlanks:2, Mundane Belt
Thaumcraft:ItemAmuletRunic:0, Amulet of Runic Shielding
Thaumcraft:ItemAmuletRunic:1, Amulet of Emergency Shielding
Thaumcraft:ItemRingRunic:0, Ring of Protection
Thaumcraft:ItemRingRunic:1, Ring of Runic Shielding
Thaumcraft:ItemRingRunic:2, Charged Ring of Shielding
Thaumcraft:ItemRingRunic:3, Revitalizing Ring of Shielding
Thaumcraft:ItemGirdleRunic:0, Girdle of Runic Shielding
Thaumcraft:ItemGirdleRunic:1, Kinetic Girdle of Shielding
Thaumcraft:ItemAmuletVis:0, Vis Stone
Thaumcraft:ItemAmuletVis:1, Amulet of Vis Storage
Thaumcraft:ItemGirdleHover:0, Thaumostatic Girdle
Thaumcraft:ItemSpawnerEgg:0, Spawn Angry Zombie
Thaumcraft:ItemSpawnerEgg:1, Spawn Furious Zombie
Thaumcraft:ItemSpawnerEgg:2, Spawn Wisp
Thaumcraft:ItemSpawnerEgg:3, Spawn Firebat
Thaumcraft:ItemSpawnerEgg:4, Spawn Pech Forager
Thaumcraft:ItemSpawnerEgg:5, Spawn Mind Spider
Thaumcraft:ItemSpawnerEgg:6, Spawn Eldritch Guardian
Thaumcraft:ItemSpawnerEgg:7, Spawn %s the %s
Thaumcraft:ItemSpawnerEgg:8, Spawn Crimson Knight
Thaumcraft:ItemSpawnerEgg:9, Spawn Crimson Cleric
Thaumcraft:ItemSpawnerEgg:10, Spawn Praetor %s the %s
Thaumcraft:ItemSpawnerEgg:11, Spawn Crimson Portal
Thaumcraft:ItemSpawnerEgg:12, Spawn %s Eldritch Construct
Thaumcraft:ItemSpawnerEgg:13, Spawn Eldritch Crab
Thaumcraft:ItemSpawnerEgg:14, Spawn Shambling Husk
Thaumcraft:ItemSpawnerEgg:15, Spawn Thaumic Slime
Thaumcraft:ItemSpawnerEgg:16, Spawn Tainted Crawler
Thaumcraft:ItemSpawnerEgg:17, Spawn Taintacle
Thaumcraft:ItemSpawnerEgg:18, Spawn Taint Tendril
Thaumcraft:ItemSpawnerEgg:19, Spawn Taint Spore
Thaumcraft:ItemSpawnerEgg:20, Spawn Taint Spore Swarmer
Thaumcraft:ItemSpawnerEgg:21, Spawn Taint Swarm
Thaumcraft:ItemSpawnerEgg:22, Spawn Tainted Chicken
Thaumcraft:ItemSpawnerEgg:23, Spawn Tainted Cow
Thaumcraft:ItemSpawnerEgg:24, Spawn Tainted Creeper
Thaumcraft:ItemSpawnerEgg:25, Spawn Tainted Pig
Thaumcraft:ItemSpawnerEgg:26, Spawn Tainted Sheep
Thaumcraft:ItemSpawnerEgg:27, Spawn Tainted Villager
Thaumcraft:ItemSpawnerEgg:28, Spawn Giant Taintacle
Thaumcraft:ItemZombieBrain, Zombie Brain
Thaumcraft:ItemBathSalts, Purifying Bath Salts
Thaumcraft:ItemCrystalEssence:0, Crystallized Essence
Thaumcraft:ItemBucketDeath, Bucket of Liquid Death
Thaumcraft:ItemBucketPure, Bucket of Purifying Fluid
Thaumcraft:ItemHelmetFortress, Thaumium Fortress Helm
Thaumcraft:ItemChestplateFortress, Thaumium Fortress Cuirass
Thaumcraft:ItemLeggingsFortress, Thaumium Fortress Thigh Guards
Thaumcraft:ItemEldritchObject:0, Eldritch Eye
Thaumcraft:ItemEldritchObject:1, Crimson Rites
Thaumcraft:ItemEldritchObject:2, Runed Tablet
Thaumcraft:ItemEldritchObject:3, Primordial Pearl
Thaumcraft:ItemEldritchObject:4, Eldritch Obelisk Placer
Thaumcraft:ItemHelmetVoid, Void Helm
Thaumcraft:ItemChestplateVoid, Void Chestplate
Thaumcraft:ItemLeggingsVoid, Void Leggings
Thaumcraft:ItemBootsVoid, Void Boots
Thaumcraft:ItemShovelVoid, Void Shovel
Thaumcraft:ItemPickVoid, Void Pickaxe
Thaumcraft:ItemAxeVoid, Void Axe
Thaumcraft:ItemSwordVoid, Void Sword
Thaumcraft:ItemHoeVoid, Void Hoe
Thaumcraft:ItemHelmetVoidFortress, Void Thaumaturge Hood
Thaumcraft:ItemChestplateVoidFortress, Void Thaumaturge Robe
Thaumcraft:ItemLeggingsVoidFortress, Void Thaumaturge Leggings
Thaumcraft:ItemSanitySoap, Sanitizing Soap
Thaumcraft:ItemSanityChecker, Sanity Checker
Thaumcraft:ItemBottleTaint, Bottled Taint
Thaumcraft:ItemHelmetCultistRobe, Crimson Cult Hood
Thaumcraft:ItemChestplateCultistRobe, Crimson Cult Robe
Thaumcraft:ItemLeggingsCultistRobe, Crimson Cult Leggings
Thaumcraft:ItemBootsCultist, Crimson Cult Boots
Thaumcraft:ItemHelmetCultistPlate, Crimson Cult Helm
Thaumcraft:ItemChestplateCultistPlate, Crimson Cult Chestplate
Thaumcraft:ItemLeggingsCultistPlate, Crimson Cult Greaves
Thaumcraft:ItemHelmetCultistLeaderPlate, Crimson Praetor Helm
Thaumcraft:ItemChestplateCultistLeaderPlate, Crimson Praetor Chestplate
Thaumcraft:ItemLeggingsCultistLeaderPlate, Crimson Praetor Greaves
Thaumcraft:ItemSwordCrimson, Crimson Blade
Thaumcraft:ItemLootBag:0, Common Treasure
Thaumcraft:ItemLootBag:1, Uncommon Treasure
Thaumcraft:ItemLootBag:2, Rare Treasure
Thaumcraft:ItemCompassStone:0, Sinister Lodestone
Thaumcraft:ItemPrimalCrusher, Primal Crusher
acintegration:dust:0, Abyssalnite Dust
acintegration:dust:1, Refined Coralium Dust
acintegration:dust:2, Dreadium Dust
acintegration:wandcap:0, Abyssalnite Cap
acintegration:wandcap:1, Refined Coralium Cap
acintegration:wandcap:2, Dreadium Cap
acintegration:wandcap:3, Ethaxium Cap
acintegration:wandcore:0, Darklands Oak Rod
acintegration:wandcore:1, Coralium Stone Rod
acintegration:wandcore:2, Dreadlands Wood Rod
acintegration:wandcore:3, Omothol Stone Rod
acintegration:thaumiumu, Thaumium Upgrade Kit
acintegration:voidmetalu, Void metal Upgrade Kit
BuildCraft|Core:wrenchItem, Wrench
BuildCraft|Core:mapLocation, Map Location
BuildCraft|Core:list:0, List
BuildCraft|Core:list:1, List
BuildCraft|Core:debugger, Debugger
BuildCraft|Core:woodenGearItem, Wood Gear
BuildCraft|Core:stoneGearItem, Stone Gear
BuildCraft|Core:ironGearItem, Iron Gear
BuildCraft|Core:goldGearItem, Gold Gear
BuildCraft|Core:diamondGearItem, Diamond Gear
BuildCraft|Core:paintbrush, Paintbrush
BuildCraft|Energy:bucketOil, Oil Bucket
BuildCraft|Energy:bucketFuel, Fuel Bucket
ActuallyAdditions:itemMisc:0, Paper Cone
ActuallyAdditions:itemMisc:1, Mashed Food
ActuallyAdditions:itemMisc:2, Knife Blade
ActuallyAdditions:itemMisc:3, Knife Handle
ActuallyAdditions:itemMisc:4, Dough
ActuallyAdditions:itemMisc:5, Black Quartz
ActuallyAdditions:itemMisc:6, Ring
ActuallyAdditions:itemMisc:7, Basic Coil
ActuallyAdditions:itemMisc:8, Advanced Coil
ActuallyAdditions:itemMisc:9, Rice Dough
ActuallyAdditions:itemMisc:10, Tiny Coal
ActuallyAdditions:itemMisc:11, Tiny Charcoal
ActuallyAdditions:itemMisc:12, Rice Slimeball
ActuallyAdditions:itemMisc:13, Canola
ActuallyAdditions:itemMisc:14, Empty Cup
ActuallyAdditions:itemMisc:15, Bat's Wing
ActuallyAdditions:itemMisc:16, Drill Core
ActuallyAdditions:itemMisc:17, Black Dye
ActuallyAdditions:itemMisc:18, Lens
ActuallyAdditions:itemCrateKeeper, Storage Crate Keeper
ActuallyAdditions:itemColorLens, Lens of Color
ActuallyAdditions:itemExplosionLens, Lens of Detonation
ActuallyAdditions:itemDamageLens, Lens of Certain Death
ActuallyAdditions:itemCrystal:0, Restonia Crystal
ActuallyAdditions:itemCrystal:1, Palis Crystal
ActuallyAdditions:itemCrystal:2, Diamatine Crystal
ActuallyAdditions:itemCrystal:3, Void Crystal
ActuallyAdditions:itemCrystal:4, Emeradic Crystal
ActuallyAdditions:itemCrystal:5, Enori Crystal
ActuallyAdditions:itemLaserWrench, Laser Wrench
ActuallyAdditions:itemChestToCrateUpgrade, Chest To Storage Crate Upgrade
ActuallyAdditions:itemBooklet, Actually Additions Manual
ActuallyAdditions:itemGrowthRing:0, Ring of Growth
ActuallyAdditions:itemGrowthRing:0, Ring of Growth
ActuallyAdditions:itemSuctionRing:0, Ring of Magnetizing
ActuallyAdditions:itemSuctionRing:0, Ring of Magnetizing
ActuallyAdditions:itemWaterRemovalRing:0, Ring of Liquid Banning
ActuallyAdditions:itemWaterRemovalRing:0, Ring of Liquid Banning
ActuallyAdditions:itemHelmEmerald, Emerald Helmet
ActuallyAdditions:itemChestEmerald, Emerald Chestplate
ActuallyAdditions:itemPantsEmerald, Emerald Pants
ActuallyAdditions:itemBootsEmerald, Emerald Boots
ActuallyAdditions:itemHelmObsidian, Obsidian Helmet
ActuallyAdditions:itemChestObsidian, Obsidian Chestplate
ActuallyAdditions:itemPantsObsidian, Obsidian Pants
ActuallyAdditions:itemBootsObsidian, Obsidian Boots
ActuallyAdditions:itemHelmQuartz, Black Quartz Helmet
ActuallyAdditions:itemChestQuartz, Black Quartz Chestplate
ActuallyAdditions:itemPantsQuartz, Black Quartz Pants
ActuallyAdditions:itemBootsQuartz, Black Quartz Boots
ActuallyAdditions:itemTeleStaff:0, Teleport Staff
ActuallyAdditions:itemTeleStaff:0, Teleport Staff
ActuallyAdditions:itemWingsOfTheBats, Wings Of The Bats
ActuallyAdditions:itemDrill:0, Drill
ActuallyAdditions:itemDrill:0, Drill
ActuallyAdditions:itemDrill:1, Drill
ActuallyAdditions:itemDrill:1, Drill
ActuallyAdditions:itemDrill:2, Drill
ActuallyAdditions:itemDrill:2, Drill
ActuallyAdditions:itemDrill:3, Drill
ActuallyAdditions:itemDrill:3, Drill
ActuallyAdditions:itemDrill:4, Drill
ActuallyAdditions:itemDrill:4, Drill
ActuallyAdditions:itemDrill:5, Drill
ActuallyAdditions:itemDrill:5, Drill
ActuallyAdditions:itemDrill:6, Drill
ActuallyAdditions:itemDrill:6, Drill
ActuallyAdditions:itemDrill:7, Drill
ActuallyAdditions:itemDrill:7, Drill
ActuallyAdditions:itemDrill:8, Drill
ActuallyAdditions:itemDrill:8, Drill
ActuallyAdditions:itemDrill:9, Drill
ActuallyAdditions:itemDrill:9, Drill
ActuallyAdditions:itemDrill:10, Drill
ActuallyAdditions:itemDrill:10, Drill
ActuallyAdditions:itemDrill:11, Drill
ActuallyAdditions:itemDrill:11, Drill
ActuallyAdditions:itemDrill:12, Drill
ActuallyAdditions:itemDrill:12, Drill
ActuallyAdditions:itemDrill:13, Drill
ActuallyAdditions:itemDrill:13, Drill
ActuallyAdditions:itemDrill:14, Drill
ActuallyAdditions:itemDrill:14, Drill
ActuallyAdditions:itemDrill:15, Drill
ActuallyAdditions:itemDrill:15, Drill
ActuallyAdditions:itemBattery:0, Single Battery
ActuallyAdditions:itemBattery:0, Single Battery
ActuallyAdditions:itemBatteryDouble:0, Double Battery
ActuallyAdditions:itemBatteryDouble:0, Double Battery
ActuallyAdditions:itemBatteryTriple:0, Triple Battery
ActuallyAdditions:itemBatteryTriple:0, Triple Battery
ActuallyAdditions:itemBatteryQuadruple:0, Quadruple Battery
ActuallyAdditions:itemBatteryQuadruple:0, Quadruple Battery
ActuallyAdditions:itemBatteryQuintuple:0, Quintuple Battery
ActuallyAdditions:itemBatteryQuintuple:0, Quintuple Battery
ActuallyAdditions:itemDrillUpgradeSpeed, Drill Speed Augment I
ActuallyAdditions:itemDrillUpgradeSpeedII, Drill Speed Augment II
ActuallyAdditions:itemDrillUpgradeSpeedIII, Drill Speed Augment III
ActuallyAdditions:itemDrillUpgradeSilkTouch, Drill Silk Touch Augment
ActuallyAdditions:itemDrillUpgradeFortune, Drill Fortune Augment I
ActuallyAdditions:itemDrillUpgradeFortuneII, Drill Fortune Augment II (Gives Fortune III!)
ActuallyAdditions:itemDrillUpgradeThreeByThree, Drill Mining Augment I
ActuallyAdditions:itemDrillUpgradeFiveByFive, Drill Mining Augment II
ActuallyAdditions:itemDrillUpgradeBlockPlacing, Drill Block Placing Augment
ActuallyAdditions:itemBucketOil, Oil Bucket
ActuallyAdditions:itemBucketCanolaOil, Canola Oil Bucket
ActuallyAdditions:itemFertilizer, Fertilizer
ActuallyAdditions:itemCoffee, Cup with Coffee
ActuallyAdditions:itemPhantomConnector, Phantom Connector
ActuallyAdditions:itemResonantRice, Resonant Rice
ActuallyAdditions:itemFood:0, Cheese
